ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
172301783,12/5/2017,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401500,M,M,32,2,<18,F,BLACK,1000641,237827,40.81944886,-73.94078198
172301782,12/5/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,M,33,0,45-64,M,BLACK,1000609,242541,40.83238751,-73.9408861
172296354,12/5/2017,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117,DANGEROUS DRUGS,PL 2200601,F,S,123,0,25-44,M,WHITE,930135,141903,40.55600976,-74.19474418
172296352,12/5/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601501,F,Q,103,0,18-24,M,BLACK,1041879,197084,40.70744736,-73.79214177
172296328,12/5/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,90,2,18-24,F,WHITE HISPANIC,1000565,196256,40.70534732,-73.94115745
172293459,12/5/2017,258,"CRIMINAL MISCHIEF 4TH, GRAFFITI",351,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1456002,M,M,5,0,45-64,M,WHITE,985418,199009,40.71291862,-73.99578829
172290995,12/5/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,70,0,25-44,F,WHITE HISPANIC,992493,169022,40.63060726,-73.97030436
172293454,12/5/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201601,F,K,79,0,45-64,M,BLACK,1001500,193105,40.69669679,-73.93779321
172293445,12/5/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,79,1,45-64,M,BLACK,998241,187165,40.68039861,-73.94955839
172293438,12/5/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,49,0,25-44,M,BLACK,1021705,253099,40.86130181,-73.86459409
172291027,12/5/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,Q,105,0,18-24,M,BLACK,1057767,203993,40.72629309,-73.73476085
172291007,12/5/2017,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1657100,M,M,1,0,45-64,F,ASIAN / PACIFIC ISLANDER,983628,201465,40.71965981,-74.00224532
172290999,12/5/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,62,0,18-24,M,ASIAN / PACIFIC ISLANDER,985554,160585,40.60745318,-73.99530514
172280581,12/5/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1751000,F,M,5,0,45-64,M,BLACK HISPANIC,983907,199959,40.71552621,-74.00123875
172280570,12/5/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,81,0,18-24,M,BLACK,1003744,192077,40.69387051,-73.92970371
172280567,12/5/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,84,1,18-24,M,WHITE HISPANIC,986894,189470,40.68673597,-73.99046788
172296296,12/5/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,42,0,45-64,M,BLACK,1014946,244090,40.83660087,-73.88907045
172296316,12/5/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,73,0,25-44,M,BLACK,1010775,185251,40.67511643,-73.90437596
172296339,12/5/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,18,0,18-24,M,WHITE HISPANIC,989210,219405,40.76889926,-73.98209494
172274225,12/5/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,M,5,0,25-44,F,WHITE HISPANIC,984170,198582,40.71174668,-74.00029001
172271547,12/5/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,M,20,0,25-44,M,UNKNOWN,987998,220532,40.77199318,-73.98646985
172296346,12/5/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,M,26,2,25-44,M,WHITE HISPANIC,996279,235478,40.81300853,-73.95654577
172301785,12/5/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,18,0,25-44,M,WHITE,991663,217612,40.76397622,-73.97324113
172301801,12/5/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,Q,108,1,25-44,M,BLACK,1000923,212599,40.7502042,-73.93982574
172303996,12/5/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,48,0,25-44,M,BLACK,1011642,248112,40.84765095,-73.9009942
172304018,12/5/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,73,2,18-24,F,WHITE HISPANIC,1010535,183093,40.66919392,-73.9052496
172304027,12/5/2017,847,"NY STATE LAWS,UNCLASSIFIED FELONY",125,OTHER STATE LAWS,ED 6512001,F,M,19,0,25-44,F,WHITE,993944,216789,40.76171509,-73.9650081
172306447,12/5/2017,185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,B,41,0,18-24,M,BLACK,1017934,232221,40.80401295,-73.87833183
172306455,12/5/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 2650303,F,K,75,0,25-44,M,WHITE HISPANIC,1014371,185273,40.67516531,-73.8914119
172306457,12/5/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,67,0,<18,M,BLACK,1002745,173562,40.64305312,-73.93335702
172306461,12/5/2017,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",235,DANGEROUS DRUGS,PL 2205002,M,K,67,0,18-24,M,BLACK,1002745,173562,40.64305312,-73.93335702
172306464,12/5/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,K,88,0,25-44,M,BLACK,995302,190524,40.68962245,-73.96014913
172308247,12/5/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,33,0,45-64,M,WHITE,1000580,245160,40.83957596,-73.94098452
172308249,12/5/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601502,F,M,30,0,<18,M,BLACK HISPANIC,999751,241188,40.82867546,-73.94398972
172296313,12/5/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,70,0,<18,M,BLACK,999240,169262,40.63125716,-73.9459964
172296293,12/5/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2403002,M,B,42,0,25-44,M,BLACK,1008691,238872,40.82229849,-73.91169413
172282165,12/5/2017,49,"US CODE,UNCLASSIFIED",995,F.C.A. P.I.N.O.S.,FOA9000049,,M,5,0,45-64,M,WHITE,982683,199755,40.71496615,-74.00565403
172293480,12/5/2017,258,"CRIMINAL MISCHIEF 4TH, GRAFFITI",351,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1456002,M,Q,106,0,25-44,M,BLACK HISPANIC,1028605,187930,40.68239829,-73.84007937
172284131,12/5/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,40,2,18-24,M,BLACK HISPANIC,1004194,234341,40.80987346,-73.92795561
172284132,12/5/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,B,52,0,25-44,M,BLACK,1017440,256046,40.86940749,-73.87999831
172284146,12/5/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,60,1,18-24,M,WHITE HISPANIC,989547,148969,40.5755681,-73.98093365
172284161,12/5/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,10,0,45-64,M,WHITE HISPANIC,983685,210888,40.74552364,-74.00204049
172284162,12/5/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,26,0,18-24,M,BLACK,995411,235760,40.81378368,-73.95968102
172284163,12/5/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,M,25,2,25-44,M,WHITE HISPANIC,1001769,234797,40.81113019,-73.93671451
172284164,12/5/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,102,0,18-24,M,ASIAN / PACIFIC ISLANDER,1029804,192909,40.69605839,-73.83572271
172286084,12/5/2017,475,,,,PL 1651600,M,B,44,1,18-24,F,BLACK,1004749,240880,40.8278199,-73.92593076
172286113,12/5/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,62,0,45-64,F,WHITE HISPANIC,983955,156040,40.59497817,-74.00106367
172286132,12/5/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,Q,107,1,18-24,M,ASIAN / PACIFIC ISLANDER,1041627,198275,40.71071801,-73.79304054
172288384,12/5/2017,129,"MANSLAUGHTER,UNCLASSIFIED - NON NEGLIGENT",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1251501,F,M,13,0,45-64,M,BLACK,988972,207813,40.73708228,-73.9829623
172291008,12/5/2017,494,"STOLEN PROPERTY 2,1,POSSESSION,UNCLASSIFIED",111,POSSESSION OF STOLEN PROPERTY,PL 1654502,F,M,18,1,18-24,M,BLACK,988451,217993,40.76502408,-73.98483595
172291025,12/5/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,Q,110,0,18-24,M,WHITE HISPANIC,1022844,208777,40.73964528,-73.86073113
172293449,12/5/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,77,0,25-44,M,BLACK,1003508,185056,40.67459999,-73.93057482
172293450,12/5/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,60,0,45-64,M,WHITE HISPANIC,988653,150241,40.57905998,-73.98415098
172293461,12/5/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,17,0,45-64,M,BLACK,993176,216136,40.75992358,-73.96778129
172293477,12/5/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,Q,103,0,18-24,M,WHITE HISPANIC,1037490,191921,40.69330366,-73.80801303
172310035,12/5/2017,462,UNAUTHORIZED USE VEHICLE 3,353,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),PL 1650501,M,B,43,0,<18,M,WHITE HISPANIC,1023626,238817,40.82209358,-73.85773316
172310037,12/5/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,B,40,97,45-64,M,BLACK,1008596,231485,40.8020235,-73.91206417
172303998,12/5/2017,261,ARSON 1,114,ARSON,PL 1502001,F,B,49,0,25-44,M,BLACK,1028857,246461,40.84304926,-73.83878239
172310190,12/5/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,114,0,25-44,F,WHITE,1003117,218586,40.76663258,-73.93189042
172304007,12/5/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,73,0,25-44,M,BLACK,1008228,183789,40.67111083,-73.91356336
172304020,12/5/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,19,0,45-64,F,BLACK,996773,223149,40.77916808,-73.95478415
172306456,12/5/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,71,0,<18,F,BLACK,998322,180340,40.66166538,-73.9492806
172306466,12/5/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,M,18,0,25-44,M,BLACK HISPANIC,986554,216067,40.7597384,-73.99168473
172306486,12/5/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,Q,109,0,18-24,M,WHITE HISPANIC,1031952,213348,40.75214707,-73.82783166
172308238,12/5/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,84,0,45-64,M,BLACK,988838,191028,40.69101153,-73.98345727
172308248,12/5/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,M,6,97,25-44,M,BLACK,985572,207670,40.73669095,-73.99523109
172310041,12/5/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,66,0,25-44,M,BLACK HISPANIC,988275,173473,40.64282723,-73.98549791
172310045,12/5/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510D,F,K,73,0,25-44,M,BLACK,1008228,183789,40.67111083,-73.91356336
172310048,12/5/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100E,M,K,79,2,25-44,F,BLACK,1001139,192775,40.69579172,-73.93909591
172310052,12/5/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,66,0,25-44,M,BLACK HISPANIC,987973,172572,40.64035431,-73.98658662
172310066,12/5/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,105,0,18-24,M,BLACK,1057767,203993,40.72629309,-73.73476085
172310191,12/5/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450001,M,Q,115,0,25-44,M,WHITE HISPANIC,1015975,213867,40.75364335,-73.88549457
172310283,12/5/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,73,0,25-44,M,BLACK,1008228,183789,40.67111083,-73.91356336
172333173,12/5/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,106,0,18-24,M,WHITE HISPANIC,1028605,187930,40.68239829,-73.84007937
172315556,12/5/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,K,81,0,45-64,M,BLACK,1006222,186992,40.67990755,-73.92078433
172315555,12/5/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,78,0,25-44,M,BLACK,992711,185529,40.67591517,-73.96949827
172304003,12/5/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,83,0,18-24,F,BLACK,1004923,191191,40.69143597,-73.92545481
172301794,12/5/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,20,1,25-44,M,BLACK,989219,223014,40.77880502,-73.98205978
172301766,12/5/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450500,F,K,90,0,18-24,M,BLACK,996908,199435,40.71407891,-73.95434132
172304050,12/5/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,VEHICLE AND TRAFFIC LAWS,VTL0511002,M,S,120,0,25-44,M,BLACK HISPANIC,964179,165955,40.62217008,-74.07230216
172310265,12/5/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,46,0,18-24,M,BLACK,1010338,251955,40.85820279,-73.9056925
172310294,12/5/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201601,F,S,120,0,25-44,M,BLACK HISPANIC,962884,171652,40.63780411,-74.0769851
172304016,12/5/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2403002,M,K,75,0,25-44,M,BLACK,1017119,183909,40.67141166,-73.88151172
172304024,12/5/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1701501,F,M,20,0,<18,M,BLACK,988945,222244,40.77669172,-73.98304965
172304025,12/5/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,9,0,18-24,M,BLACK,990905,204077,40.72682664,-73.97599084
172317383,12/5/2017,507,"CONTROLLED SUBSTANCE, POSSESSION 5",117,DANGEROUS DRUGS,PL 2200603,F,K,79,97,25-44,M,WHITE HISPANIC,1000401,192939,40.69624324,-73.94175691
172304041,12/5/2017,961,"SIGNAL,FAIL TO",881,OTHER TRAFFIC INFRACTION,VTL116300A,I,Q,102,0,25-44,M,BLACK HISPANIC,1027086,189356,40.68631981,-73.84554705
172308232,12/5/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,60,2,25-44,M,BLACK,987061,148773,40.57503125,-73.98988267
172301758,12/5/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,K,62,0,25-44,M,WHITE,991139,162235,40.61197951,-73.97518935
172310039,12/5/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1600500,F,K,90,0,18-24,M,WHITE HISPANIC,997087,196847,40.70697521,-73.95370057
172293474,12/5/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,106,0,25-44,M,ASIAN / PACIFIC ISLANDER,1036347,185671,40.67615568,-73.81218311
172293482,12/5/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,110,0,25-44,F,BLACK HISPANIC,1020237,210724,40.7450003,-73.87012832
172296298,12/5/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,44,0,45-64,F,BLACK HISPANIC,1008560,244078,40.83658782,-73.91214858
172296314,12/5/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,84,0,45-64,F,BLACK,988175,190975,40.69086638,-73.98584806
172296337,12/5/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,14,1,18-24,M,BLACK,987078,215157,40.75724053,-73.98979364
172296357,12/5/2017,847,"NY STATE LAWS,UNCLASSIFIED FELONY",125,OTHER STATE LAWS,VTL0511003,F,S,120,0,45-64,M,WHITE HISPANIC,952236,172166,40.63918284,-74.11535322
172282168,12/5/2017,848,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",364,OTHER STATE LAWS (NON PENAL LAW),LOC00000UM,M,M,25,0,25-44,F,BLACK,1000404,232365,40.80445763,-73.94165138
172282147,12/5/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,K,72,0,18-24,M,AMERICAN INDIAN/ALASKAN NATIVE,984417,179377,40.65903334,-73.99939954
172271115,12/5/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,121,11,18-24,F,WHITE HISPANIC,942610,161384,40.60954853,-74.14997073
172268123,12/5/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,S,122,0,18-24,M,BLACK,953853,147225,40.57073063,-74.10941466
172271116,12/5/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553004,F,S,120,0,45-64,M,WHITE,963031,173918,40.64402415,-74.07646257
172271895,12/5/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,60,0,45-64,M,WHITE,994139,148980,40.57559436,-73.96440365
172273051,12/5/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,104,0,25-44,M,ASIAN / PACIFIC ISLANDER,1011388,196196,40.70515606,-73.90212194
172274215,12/5/2017,733,ENTERPRISE CORRUPTION,126,MISCELLANEOUS PENAL LAW,PL 4602001,F,K,84,0,25-44,M,WHITE,987788,191924,40.69347133,-73.98724306
172275646,12/5/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,42,0,25-44,M,WHITE,1011111,246850,40.84418876,-73.90291853
172275661,12/5/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,19,1,25-44,M,WHITE,997839,225593,40.78587464,-73.95093015
172280565,12/5/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1554200,F,K,84,0,25-44,F,WHITE,987788,191924,40.69347133,-73.98724306
172310033,12/5/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,42,2,25-44,M,WHITE HISPANIC,1009695,243535,40.83509425,-73.90804891
172280576,12/5/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,78,0,25-44,M,WHITE HISPANIC,991330,187303,40.68078561,-73.97447512
172288406,12/5/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,Q,114,0,25-44,F,WHITE HISPANIC,1007694,219657,40.76956124,-73.91536345
172290993,12/5/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,K,84,0,18-24,M,BLACK,988897,192615,40.69536745,-73.98324342
172291000,12/5/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,76,0,25-44,M,BLACK,984110,188364,40.68370065,-74.00050622
172291018,12/5/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,1,0,<18,M,UNKNOWN,982351,201758,40.72046384,-74.0068522
172291026,12/5/2017,764,BAIL JUMPING 1 & 2,126,MISCELLANEOUS PENAL LAW,PL 2155600,F,Q,113,0,45-64,M,BLACK,1044877,186003,40.67701263,-73.78142817
172293475,12/5/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,Q,107,0,25-44,M,BLACK,1036628,204948,40.72906475,-73.81102013
172293478,12/5/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,Q,102,0,18-24,M,WHITE HISPANIC,1026674,193914,40.69883244,-73.8470039
172296294,12/5/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,44,0,<18,M,WHITE HISPANIC,1006537,244511,40.83778162,-73.91945797
172271104,12/5/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,K,75,0,25-44,F,WHITE HISPANIC,1020555,188696,40.68453746,-73.86909949
172266879,12/5/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,79,1,25-44,M,BLACK,1000557,187002,40.67994725,-73.9412087
172282137,12/5/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,B,40,0,18-24,M,BLACK,1006520,236780,40.81656228,-73.91954507
172288373,12/5/2017,848,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",364,OTHER STATE LAWS (NON PENAL LAW),LOC00000UM,M,B,45,2,45-64,M,BLACK,1033338,238494,40.8211584,-73.82264546
172268109,12/5/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,79,0,25-44,F,BLACK,998449,188817,40.68493264,-73.94880499
172310065,12/5/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,109,0,18-24,F,BLACK,1030234,215251,40.75737942,-73.83401937
172310183,12/5/2017,29,"NY STATE,PAROLE",995,F.C.A. P.I.N.O.S.,FOA9000029,,M,10,0,25-44,M,BLACK,984340,216674,40.76140476,-73.99967657
172310186,12/5/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,34,0,25-44,M,BLACK HISPANIC,1002482,249334,40.85102864,-73.93409931
172310267,12/5/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,42,0,18-24,F,WHITE HISPANIC,1012334,242548,40.83237722,-73.8985163
172310278,12/5/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553004,F,K,88,0,18-24,M,BLACK,993312,190883,40.69061009,-73.96732437
172310286,12/5/2017,201,"TRESPASS 4,CRIMINAL",678,MISCELLANEOUS PENAL LAW,PL 1400500,V,M,14,3,45-64,M,BLACK HISPANIC,986882,214802,40.75626621,-73.99050125
172316192,12/5/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,120,0,25-44,M,ASIAN / PACIFIC ISLANDER,957533,163615,40.61572972,-74.09623342
172277261,12/5/2017,106,"ASSAULT 2,1,PEACE OFFICER",106,FELONY ASSAULT,PL 1200800,F,Q,113,3,25-44,F,WHITE,1046315,187088,40.67998074,-73.77623391
172277255,12/5/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,7,25-44,M,BLACK HISPANIC,986320,212857,40.75092782,-73.99253038
172277253,12/5/2017,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117,DANGEROUS DRUGS,PL 2200601,F,M,33,0,25-44,M,BLACK HISPANIC,1000580,245160,40.83957596,-73.94098452
172284174,12/5/2017,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2155003,M,S,122,0,25-44,F,WHITE HISPANIC,954801,148466,40.57414013,-74.10600776
